1,1,53.12,61.51,122.03,56.949999999999996,1,1,0.0
1,2,313.02,1.15,397.70000000000005,111.78,1,1,1.0
1,3,95.93,0.0,222.38,62.92,1,1,1.0
1,4,0.0,11.09,17.09,34.769999999999996,1,1,1.0
2,1,36.64,56.8,116.76,56.36,1,1,1.0
2,2,312.13,1.15,397.71000000000004,111.78,1,1,1.0
2,3,95.93,0.0,222.38,62.82,1,1,1.0
2,4,0.0,11.09,10.0,34.769999999999996,1,1,1.0
3,1,18.41,53.9,114.99000000000001,56.32,1,1,1.0
3,2,311.25,1.15,397.71000000000004,111.78,1,1,1.0
3,3,95.93,0.0,222.38,62.71,1,1,1.0
4,1,3.11,51.0,110.29,54.510000000000005,1,1,1.0
4,2,308.31,0.56,397.71,111.78,1,1,1.0
4,3,95.93,0.0,222.38,62.61,1,1,1.0
5,1,0.0,48.6,94.0,52.199999999999996,1,1,1.0
5,2,309.5,0.56,396.52,111.78,1,1,1.0
5,3,95.93,0.0,222.38,62.5,1,1,1.0
6,1,0.0,47.4,74.6,48.11000000000001,1,1,1.0
6,2,309.21,0.28,396.51000000000005,111.77,1,1,1.0
6,3,95.93,0.0,222.38,62.4,1,1,1.0
7,1,0.0,42.7,57.5,48.099999999999994,1,1,1.0
7,2,308.91,0.0,396.5199999999999,111.75,1,1,1.0
7,3,95.93,0.0,222.38,62.3,1,1,1.0
8,1,0.0,42.1,42.8,45.76,1,1,1.0
8,2,308.91,0.0,396.5199999999999,111.63,1,1,1.0
8,3,95.93,0.0,222.38,62.19,1,1,1.0
9,1,0.0,42.1,25.74,40.49999999999999,1,1,1.0
9,2,308.91,0.0,396.5199999999999,111.51,1,1,1.0
9,3,95.93,0.0,222.38,62.09,1,1,1.0
10,1,0.0,46.8,12.21,33.45,1,1,1.0
10,2,308.91,0.0,396.5199999999999,111.39,1,1,1.0
10,3,95.93,0.0,222.38,61.98,1,1,1.0
10,5,915.46,184.7,44.120000000000005,65.31,1,1,1.0
11,2,308.91,0.0,396.5199999999999,111.26,1,1,1.0
11,3,95.93,0.0,222.38,61.88,1,1,1.0
11,5,867.2,182.9,92.38,84.20000000000002,1,1,1.0
12,2,308.91,0.0,396.5199999999999,111.14,1,1,1.0
12,3,95.93,0.0,222.38,61.77,1,1,1.0
12,5,823.7,172.3,135.88,94.80000000000001,1,1,1.0
13,2,308.91,0.0,396.5199999999999,111.02,1,1,1.0
13,3,95.93,0.0,222.38,61.67,1,1,1.0
13,5,777.8,159.91,181.7800000000001,105.98999999999998,1,1,1.0
14,2,308.91,0.0,396.5199999999999,110.9,1,1,1.0
14,3,95.93,0.0,222.38,61.57,1,1,1.0
14,5,734.3,151.7,225.2800000000001,118.30000000000001,1,1,1.0
14,6,0.0,178.76,15.91,47.71000000000001,1,1,1.0
15,2,308.91,0.0,396.5199999999999,110.77,1,1,1.0
15,3,95.93,0.0,222.38,61.46,1,1,1.0
15,5,694.3,144.1,265.2800000000001,116.50000000000003,1,1,1.0
15,6,0.0,164.6,31.8,77.20000000000002,1,1,1.0
16,2,308.91,0.0,396.5199999999999,110.65,1,1,1.0
16,3,95.93,0.0,222.38,61.36,1,1,1.0
16,5,654.29,134.69,267.61,114.11000000000001,1,1,1.0
16,6,0.0,164.6,51.8,90.53,1,1,1.0
17,2,308.91,0.0,396.5199999999999,110.53,1,1,1.0
17,3,95.93,0.0,222.38,61.25,1,1,1.0
17,5,620.5,129.46,260.28,110.19,1,1,1.0
17,6,0.0,164.6,71.8,103.87000000000003,1,1,1.0
18,2,308.91,0.0,396.5199999999999,110.41,1,1,1.0
18,3,95.93,0.0,222.38,61.15,1,1,1.0
18,5,585.0,123.73,252.53999999999996,105.93999999999998,1,1,1.0
18,6,0.0,164.6,91.8,117.20000000000002,1,1,1.0
19,2,308.91,0.0,396.5199999999999,110.29,1,1,1.0
19,3,95.93,0.0,222.38,61.04,1,1,1.0
19,5,549.5,118.0,244.79999999999995,101.69999999999999,1,1,1.0
19,6,0.0,172.44,115.93,121.93,1,1,1.0
20,2,308.91,0.0,396.5199999999999,110.16,1,1,1.0
20,3,95.93,0.0,222.38,60.94,1,1,1.0
20,5,517.7,113.82,236.5,97.88,1,1,1.0
20,6,0.0,180.29,140.07,126.64000000000001,1,1,1.0
21,2,308.91,0.0,396.5199999999999,110.04,1,1,1.0
21,3,95.93,0.0,222.38,60.83,1,1,1.0
21,5,486.5,109.64,230.39999999999998,94.05999999999999,1,1,1.0
21,6,0.0,188.13,164.2,131.37,1,1,1.0
22,2,308.91,0.0,396.5199999999999,109.92,1,1,1.0
22,3,95.93,0.0,222.38,60.73,1,1,1.0
22,5,455.5,105.46,222.29999999999995,90.24,1,1,1.0
22,6,12.55,197.74,183.82,138.43,1,1,1.0
23,2,308.91,0.0,396.5199999999999,109.8,1,1,1.0
23,3,95.93,0.0,222.38,60.63,1,1,1.0
23,5,429.2,101.28,211.90000000000003,86.41999999999999,1,1,1.0
23,6,25.1,207.35,203.43,145.48,1,1,1.0
24,2,308.91,0.0,396.5199999999999,109.68,1,1,1.0
24,3,95.93,0.0,222.38,60.52,1,1,1.0
24,5,402.9,97.1,201.5,82.6,1,1,1.0
24,6,37.65,216.96,223.04999999999998,152.54,1,1,1.0
25,2,308.91,0.0,396.5199999999999,109.55,1,1,1.0
25,3,95.93,0.0,222.38,60.42,1,1,1.0
25,5,376.61,92.92,191.09000000000003,78.77999999999999,1,1,1.0
25,6,62.01,228.61,238.64,164.64999999999998,1,1,1.0
26,2,308.91,0.0,396.5199999999999,109.43,1,1,1.0
26,3,95.93,0.0,222.38,60.31,1,1,1.0
26,5,353.7,86.4,186.3,79.41999999999999,1,1,1.0
26,6,86.37,240.26,254.23000000000002,176.76,1,1,1.0
27,2,308.91,0.0,396.5199999999999,109.31,1,1,1.0
27,3,95.93,0.0,222.38,60.21,1,1,1.0
27,5,331.93,82.6,178.92000000000002,77.36000000000001,1,1,1.0
27,6,115.62,251.9,276.21,188.87999999999997,1,1,1.0
28,2,308.91,0.0,396.5199999999999,109.19,1,1,1.0
28,3,95.93,0.0,222.38,60.1,1,1,1.0
28,5,310.16,78.8,171.53999999999996,75.3,1,1,1.0
28,6,144.88,263.55,298.19,200.99,1,1,1.0
29,2,308.91,0.0,396.5199999999999,109.07,1,1,1.0
29,3,95.93,0.0,222.38,60.0,1,1,1.0
29,5,290.16,74.7,166.83999999999997,73.52,1,1,1.0
29,6,174.14,275.2,320.16,213.10000000000002,1,1,1.0
29,7,914.28,181.8,45.72000000000003,70.56,1,1,1.0
30,2,308.91,0.0,396.5199999999999,108.94,1,1,1.0
30,3,95.93,0.0,222.38,59.87,1,1,1.0
30,5,270.16,70.6,162.14,71.73000000000002,1,1,1.0
30,6,213.85,292.26,345.75,221.89,1,1,1.0
30,7,864.9,173.6,95.10000000000002,78.20000000000002,1,1,1.0
31,2,308.91,0.0,396.5199999999999,108.82,1,1,1.0
31,3,95.93,0.0,222.38,59.73,1,1,1.0
31,5,250.74,68.8,155.65999999999997,69.41000000000001,1,1,1.0
31,6,253.56,309.33,371.34,230.67000000000002,1,1,1.0
31,7,814.4,161.8,145.60000000000002,85.5,1,1,1.0
32,2,308.91,0.0,396.5199999999999,108.7,1,1,1.0
32,3,95.93,0.0,222.38,59.6,1,1,1.0
32,5,234.86,63.5,148.64,69.41999999999999,1,1,1.0
32,6,304.55,330.31,391.55,209.69,1,1,1.0
32,7,772.75,143.6,187.25,111.70000000000002,1,1,1.0
33,2,308.91,0.0,396.5199999999999,108.58,1,1,1.0
33,3,95.93,0.0,222.38,59.47,1,1,1.0
33,5,218.68,62.05,142.76999999999998,65.87,1,1,1.0
33,6,355.54,351.29,411.75999999999993,188.70999999999998,1,1,1.0
33,7,731.11,130.5,228.89,113.22999999999999,1,1,1.0
34,2,308.91,0.0,396.5199999999999,108.45,1,1,1.0
34,3,95.93,0.0,222.38,59.33,1,1,1.0
34,5,202.5,60.6,136.89999999999998,62.32,1,1,1.0
34,6,406.53,372.28,431.97,167.72000000000003,1,1,1.0
34,7,689.46,122.65,252.64,109.51999999999998,1,1,1.0
34,8,931.34,39.9,28.659999999999968,40.080000000000005,1,1,1.0
35,2,308.91,0.0,396.5199999999999,108.33,1,1,1.0
35,3,95.93,0.0,222.38,59.2,1,1,1.0
35,5,185.44,61.19,135.16000000000003,60.010000000000005,1,1,1.0
35,6,474.76,396.99,414.78999999999996,143.01,1,1,1.0
35,7,647.81,114.8,242.19000000000005,105.8,1,1,1.0
