1,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
1,2,121.76,335.57,134.75,56.94999999999999,1,1,1.0
1,3,555.5,259.3,33.549999999999955,25.939999999999998,1,1,1.0
1,4,731.0,268.51,73.20000000000005,37.110000000000014,1,1,1.0
2,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
2,2,98.12,339.14,136.28,57.97000000000003,1,1,1.0
2,3,550.92,259.81,33.55000000000007,25.930000000000007,1,1,1.0
2,4,718.8,269.78,73.20000000000005,37.120000000000005,1,1,1.0
3,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
3,2,74.47,342.7,137.83,59.0,1,1,1.0
3,3,545.84,260.3,33.549999999999955,23.920000000000016,1,1,0.0
3,4,706.59,271.05,73.19999999999993,37.120000000000005,1,1,1.0
4,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
4,2,49.05,344.73,140.35000000000002,61.81999999999999,1,1,1.0
4,3,549.17,260.3,24.879999999999995,23.920000000000016,1,1,0.0
4,4,692.87,272.9,73.86000000000001,38.83000000000004,1,1,1.0
5,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
5,2,23.62,346.77,142.88,64.63,1,1,1.0
5,3,552.5,260.3,16.210000000000036,23.920000000000016,1,1,0.0
5,4,679.14,274.75,74.51999999999998,40.54000000000002,1,1,1.0
6,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
6,2,11.81,351.85,133.59,64.63,1,1,1.0
6,3,540.05,260.3,23.56000000000006,22.159999999999968,1,1,0.0
6,4,665.41,276.6,75.19000000000005,42.23999999999995,1,1,1.0
7,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
7,2,0.0,356.94,124.3,64.63,1,1,1.0
7,3,527.6,260.3,30.899999999999977,20.399999999999977,1,1,0.0
7,4,650.15,277.88,77.23000000000002,43.129999999999995,1,1,1.0
8,1,209.73,250.15,93.56000000000003,42.71000000000001,1,1,1.0
8,2,0.0,359.99,99.89,63.589999999999975,1,1,1.0
